graph_name,balance,number_of_nodes,number_of_edges,node_of_max_density_subgraph,average_clustering,degree_assortativity_coefficient,local_efficiency,global_efficiency,diameter,average_shortest_path_length,wiener_index
complete-graph-017_1,False,819,1842,0.10256410256410256,0.04230593040116849,0.1931663572987511,0.046922259104798865,0.1955208350332596,11,5.676130172462691,1901339.0
complete-graph-0180_0,True,216,574,0.5,0.06887492651381535,0.17889245035782858,0.0718436013574902,0.30879670645184815,7,3.6406115417743323,84535.0
complete-graph-0180_1,False,606,1461,0.1485148514851485,0.03599407559803599,0.4729108888596996,0.050053423382631315,0.22151299112550502,9,4.959566865777487,909163.0
complete-graph-0181_0,True,622,1278,0.8392282958199357,0.02507273005665287,-0.0455860663857191,0.025878502526412477,0.2099309392180409,10,5.282186702290155,1020154.0
complete-graph-0181_1,False,818,2806,0.05012224938875306,0.06730064624318916,0.2599445747814863,0.09764322401088898,0.22957002540305857,10,4.960778445801774,1657659.0
complete-graph-0182_0,True,432,1139,0.48148148148148145,0.05384299342632676,0.20417109298143402,0.05920898802843251,0.24683324842333518,8,4.568338059637363,425294.0
complete-graph-0182_1,False,722,2630,0.2077562326869806,0.07130781268592912,0.3738585583519416,0.10901042513379275,0.24525447405625045,9,4.566437811442249,1188557.0
complete-graph-0183_0,True,696,1656,0.3333333333333333,0.05338431523776357,0.28884564997484746,0.0565822946210878,0.2048935974367908,10,5.540730174481105,1340081.0
complete-graph-0183_1,False,923,2698,0.056338028169014086,0.060385906377239104,0.5424996314140237,0.0809116508466455,0.20170357497562272,11,5.501881302834527,2341067.0
complete-graph-0184_0,True,688,1409,0.8401162790697675,0.03081510705057217,-0.0989007772479988,0.03138265965300849,0.2047890764404474,10,5.403100775193798,1276904.0
complete-graph-0184_1,False,667,1775,0.044977511244377814,0.047956690985176735,0.5760827870815057,0.06376062856572604,0.21284465553534385,10,5.275236255746001,1171688.0
complete-graph-0185_0,True,592,1219,0.9087837837837838,0.06723777348777352,-0.07054907213464608,0.07186226404976405,0.21099440402997433,9,5.233102391731833,915458.0
complete-graph-0185_1,False,759,2669,0.11725955204216074,0.05275620295383147,0.35734020256639853,0.0704723660770151,0.24154221462067646,9,4.675524315079207,1344966.0
complete-graph-0186_0,True,513,1088,0.9103313840155945,0.04591726229153127,-0.01263446467415621,0.04904390606144989,0.21217581775091277,10,5.3011924342105265,696195.0
complete-graph-0186_1,False,983,2853,0.1861648016276704,0.05448672000344557,0.6266265228627443,0.07392830426187416,0.19589948956106343,11,5.690711546390471,2746639.0
complete-graph-0187_0,True,618,1256,0.8527508090614887,0.031495607951918615,-0.10521263322451105,0.03296347665279704,0.20458237784660036,11,5.48018651686572,1044814.0
complete-graph-0187_1,False,635,1596,0.05511811023622047,0.03137186086004983,0.6185278970228705,0.046650006671660214,0.21839922415012925,9,5.065580367122879,1019676.0
complete-graph-0188_0,True,490,1011,0.8530612244897959,0.034115646258503385,-0.10056648032158907,0.03617427923550371,0.2211321274050909,9,5.033913442677685,603088.0
complete-graph-0188_1,False,653,2220,0.07350689127105667,0.05475990743984615,0.28015123895171073,0.08069678138208002,0.2475597581264079,11,4.597346837155554,978674.0
complete-graph-0189_0,True,1032,2792,0.6443798449612403,0.06169446402004564,0.16769883166892882,0.07074036670693662,0.20404180148507536,10,5.504300784216423,2928266.0
complete-graph-0189_1,False,698,2423,0.15472779369627507,0.05861647926581353,0.41642141347082656,0.0819828564642529,0.25054394180592526,8,4.475036279100361,1088566.0
complete-graph-018_0,True,1317,2667,0.9043280182232346,0.13096865169758093,-0.05924540254590409,0.14687822652894733,0.14333785713569552,16,8.01209227935831,6943167.0
complete-graph-018_1,False,750,1686,0.12,0.04788956228956236,0.20524309048892037,0.05509632194965532,0.20111915197462263,11,5.495992879394748,1543687.0
complete-graph-0190_0,True,326,794,0.3312883435582822,0.05512221248417566,0.24864652625718303,0.06144829097283085,0.25372824108427644,8,4.487512977819726,237726.0
complete-graph-0190_1,False,681,1575,0.14831130690161526,0.06995961291115492,0.5510437815607265,0.08434739277302739,0.20449344862715946,10,5.420160663384296,1254984.0
complete-graph-0191_0,True,385,830,0.8753246753246753,0.03323850752422179,-0.04612807579235695,0.03462069676355387,0.23838698958134977,9,4.708766233766234,348072.0
complete-graph-0191_1,False,723,2043,0.1078838174273859,0.06063122370176317,0.7190702959218217,0.09673878296284939,0.20904936107821803,11,5.355605107987264,1397829.0
complete-graph-0192_0,True,764,2319,0.9620418848167539,0.030552061376668695,-0.06418939604924535,0.032961706947309044,0.24674526278143546,8,4.503592185709483,1312644.0
complete-graph-0192_1,False,680,2168,0.1426470588235294,0.03956397360809122,0.1397040558731799,0.050668769722341155,0.2669861449727962,7,4.061331542926449,937599.0
complete-graph-0193_0,True,888,2120,0.3333333333333333,0.04224419224419236,0.22469693173187136,0.044133473300140114,0.2018159285071502,10,5.541728876565404,2182488.0
complete-graph-0193_1,False,760,1929,0.23157894736842105,0.05814024425866535,0.5379666589147204,0.07781129231740136,0.2116606060052487,9,5.163816656265169,1489348.0
complete-graph-0194_0,True,432,1042,0.25,0.06870958259847144,0.23327312134306952,0.07557349843229477,0.23890687680641814,9,4.6887513964080085,436504.0
complete-graph-0194_1,False,707,2381,0.09900990099009901,0.06052782672301766,0.3882218426469272,0.08821171808441965,0.24283041430665114,11,4.711789430663018,1175926.0
complete-graph-0195_0,True,1206,2444,0.8258706467661692,0.02080207428466136,-0.056355361475143154,0.02147233409671222,0.17126770605702266,12,6.53496280698857,4748402.0
complete-graph-0195_1,False,557,1291,0.05385996409335727,0.06734728467223974,0.6658709778716453,0.09063332770693633,0.21999764128106916,8,4.982130633016029,771463.0
complete-graph-0196_0,True,217,464,0.9262672811059908,0.05486065393899495,-0.09673873290212008,0.05903554970375245,0.2756965271174838,8,4.083376002730842,95698.0
complete-graph-0196_1,False,827,2540,0.15840386940749698,0.06531202238578306,0.6354007189498324,0.10432017398160091,0.2088978438368057,10,5.317554333027864,1816216.0
complete-graph-0197_0,True,927,2519,0.645091693635383,0.05913859603180003,0.17784133196657895,0.06616650858829948,0.21247799944923737,10,5.278037562820217,2265339.0
complete-graph-0197_1,False,630,2129,0.12380952380952381,0.058044098758384406,0.4118194213932005,0.09056590947265547,0.261131239282249,8,4.245135892194716,841110.0
complete-graph-0198_0,True,384,947,0.3333333333333333,0.04792493386243383,0.22751358888250386,0.05190851658950616,0.25035807966219115,9,4.510131092254134,331657.0
complete-graph-0198_1,False,1003,3580,0.09970089730807577,0.05588377649107246,0.29207333195255425,0.07471900915819168,0.22782184606180797,10,4.914525883427562,2469564.0
complete-graph-0199_0,True,432,1143,0.49074074074074076,0.06490466837689064,0.22036215372397044,0.07498482955658883,0.24723878218874654,9,4.55920769957893,424444.0
complete-graph-0199_1,False,766,2603,0.3342036553524804,0.059888798465822006,0.17954328471387934,0.08118720835990517,0.23210674676982254,10,4.889056127237666,1432469.0
complete-graph-019_0,True,1781,3606,0.7922515440763616,0.13412876661051804,-0.06638185094405483,0.1505949781497222,0.12888552066374426,18,8.95133777892738,14188676.0
complete-graph-019_1,False,589,1244,0.06960950764006792,0.02479586061929014,0.10574787143151786,0.02779843874920274,0.21658933926823223,9,5.065082059988681,877100.0
complete-graph-01_0,True,2395,4804,0.902713987473904,0.12807800642873685,-0.08089903287981168,0.1428994488075911,0.10112420002756244,27,12.25279866332498,35126507.0
complete-graph-01_1,False,693,1510,0.12842712842712842,0.03627055964718304,0.170311663158916,0.03844760738700135,0.2027750025431375,11,5.478108917415276,1313530.0
complete-graph-0200_0,True,385,1080,0.6311688311688312,0.06954854669140381,0.1935395608089608,0.07842609771181205,0.2642601396618916,8,4.265625,315315.0
complete-graph-0200_1,False,721,1740,0.1955617198335645,0.03755717236993242,0.5219343228855555,0.046305475743755944,0.20848834382686304,10,5.309126984126984,1378037.0
complete-graph-020_0,True,927,942,0.1941747572815534,0.0,-0.07674442104984304,0.0,0.052552156532070175,62,25.152909708970856,10795654.0
complete-graph-020_1,False,884,1634,0.32805429864253394,0.0324092574092574,0.5092046338935483,0.03644469637116698,0.12798960619405225,29,9.814205480083835,3830347.0
complete-graph-021_0,True,928,1859,0.8631465517241379,0.1344699302134646,-0.02865091415256415,0.14718801313628888,0.14490638301467654,19,8.77801724137931,3775671.0
complete-graph-021_1,False,570,1212,0.08421052631578947,0.03240601503759396,0.09053708818986121,0.03376148705096073,0.21954170722588143,9,4.989011192304135,809043.0
complete-graph-022_0,True,324,660,0.9444444444444444,0.19775867136978273,-0.026871222687120347,0.2329536547129139,0.2008855729860304,11,5.916255781064862,309574.0
complete-graph-022_1,False,653,942,0.20673813169984687,0.014460288732876782,0.6268578684269402,0.016069310843430287,0.08509874037911734,48,17.35530679544152,3694563.0
complete-graph-023_0,True,100,106,0.5,0.016666666666666666,-0.06316688006828844,0.016666666666666666,0.16426929988265046,22,8.465858585858586,41906.0
complete-graph-023_1,False,504,1070,0.09523809523809523,0.056169690098261484,0.1483418714360097,0.062482022129839596,0.21835515002652736,10,5.085345072422607,644598.0
complete-graph-024_0,True,100,207,0.5,0.1023888888888889,0.5126774266085986,0.136348544973545,0.2791770064951896,14,4.8545454545454545,24030.0
complete-graph-024_1,False,756,1401,0.3134920634920635,0.03213265276757341,0.49934629773153,0.03621470179340551,0.12739150534475732,30,10.137159676232525,2893044.0
complete-graph-025_0,True,433,886,0.24942263279445728,0.11322979048152261,0.44207048837537677,0.1301192225788069,0.17508065403556547,21,7.461049097596442,697817.0
complete-graph-025_1,False,669,1363,0.8370702541106129,0.027979452867345232,-0.0996722527982195,0.029177047002159107,0.2039502653686566,11,5.444008843299947,1216442.0
complete-graph-026_0,True,150,312,0.3333333333333333,0.08826022126022123,0.3741183343499514,0.10927308802308797,0.24270423259888277,20,5.7176733780760625,63895.0
complete-graph-027_0,True,200,518,0.495,0.11694841269841262,0.28132214526727006,0.13598148148148148,0.2599605966339712,10,4.7421608040201,94369.0
complete-graph-027_1,False,607,1220,0.8072487644151565,0.017164823095630336,-0.1016260149726761,0.01725896289322977,0.20337847553854965,15,5.607597827328037,1031355.0
complete-graph-028_0,True,216,550,0.5,0.07217612634279298,0.23198181684874228,0.08358680499884198,0.2812254419425418,8,4.1770887166236,96992.0
complete-graph-028_1,False,641,1380,0.13884555382215288,0.044099564848394814,0.143195449695783,0.04946721317626158,0.18321693768685976,16,6.591541536661467,1352057.0
complete-graph-029_0,True,216,548,0.5,0.05520616215060658,0.2688473980655827,0.06174092111592108,0.27766633512438127,9,4.27786391042205,99332.0
complete-graph-029_1,False,847,1857,0.14639905548996457,0.048775322801296934,0.1328133208065886,0.05278550814265109,0.18494317581432515,12,6.089845679787652,2181876.0
complete-graph-02_1,False,607,1273,0.05930807248764415,0.02714910935668759,0.02626169723653267,0.03049740164649553,0.21280772895630654,10,5.1730145007911,951426.0
complete-graph-030_0,True,1236,3420,0.732200647249191,0.11675632889225135,0.18325688099756254,0.1405084420254319,0.1764087019339828,13,6.574282981538985,5017690.0
complete-graph-030_1,False,831,1853,0.1684717208182912,0.04852461350656309,0.21794983059266823,0.052900437241592616,0.18473576637824377,12,6.133339132704101,2115174.0
complete-graph-031_0,True,1236,2831,0.25,0.060653693663402515,0.22667307227308614,0.06692088962517774,0.17548823146637113,12,6.399498185343868,4884289.0
complete-graph-031_1,False,665,987,0.061654135338345864,0.018776703663921698,0.46617119765853343,0.02106878306878306,0.11723414422787844,32,10.9712745719721,2422238.0
complete-graph-032_0,True,324,786,0.3333333333333333,0.10657634546523437,0.30697756437947227,0.12065863663085905,0.2423772151270682,9,4.790238122539464,250654.0
complete-graph-032_1,False,579,780,0.06217616580310881,0.01816487101461194,0.4704228059281565,0.02241103983331961,0.10795424054513476,36,12.238832015585874,2047936.0
complete-graph-033_0,True,927,2501,0.6526429341963322,0.11803728454213905,0.25771421076411644,0.14373127172479916,0.19935664929172953,11,5.726331019732013,2457747.0
complete-graph-033_1,False,566,1148,0.8374558303886925,0.027141174490997785,-0.11633904358440016,0.028164787705423723,0.21635597418282054,10,5.077382031958472,811848.0
complete-graph-034_1,False,595,1293,0.15966386554621848,0.035663598772842434,0.13506497444165325,0.04034258147703523,0.21078114706697754,11,5.281911552499788,933393.0
complete-graph-035_0,True,432,1124,0.48842592592592593,0.07048544305488746,0.21003518717395936,0.07877620172180366,0.23473871398825705,9,4.86943585116439,453325.0
complete-graph-035_1,False,634,1315,0.06466876971608833,0.03559160783135547,0.08479216352639211,0.03777957204613357,0.19264025494266304,14,6.072923986225525,1218599.0
complete-graph-036_0,True,324,457,0.3333333333333333,0.023897707231040566,0.3733801390967508,0.025668724279835384,0.15353863358581082,21,8.340232389251996,436411.0
complete-graph-036_1,False,634,1359,0.09305993690851735,0.03138255015226623,0.08845637594141174,0.033691826633467016,0.20578601179039227,12,5.466981625726972,1097010.0
complete-graph-037_0,True,696,954,0.3333333333333333,0.017957489509213633,0.3559732668148483,0.018564130633096143,0.1119786653337552,51,12.983800545770281,3140262.0
complete-graph-037_1,False,788,1709,0.10279187817258884,0.039690963295024216,0.08724906731914472,0.04471644930084018,0.19468823393905146,12,5.716484239449429,1772556.0
complete-graph-038_0,True,324,573,0.6296296296296297,0.055753968253968215,0.22068889576686843,0.059440525181265906,0.19795407553871985,21,6.188758934372969,323833.0
complete-graph-038_1,False,598,748,0.05852842809364549,0.014841800711365928,0.560197364433183,0.015694289607333083,0.09123577430882371,47,15.444704010576853,2756926.0
complete-graph-039_0,True,151,328,0.9205298013245033,0.09006622516556287,-0.01605934621341795,0.09618154104909064,0.29419909597389077,8,3.9291832229580574,44498.0
complete-graph-039_1,False,838,1886,0.1276849642004773,0.03865160297141205,0.1723640850658488,0.04182333621474437,0.18790541587163817,14,6.05867072708246,2124794.0
complete-graph-03_1,False,758,1668,0.1266490765171504,0.03244697255251348,0.1106878916453665,0.035539142524630675,0.203159998784315,11,5.435565330442693,1559480.0
complete-graph-040_0,True,200,403,0.25,0.05305158730158728,0.45383703201761694,0.06392956349206345,0.24784526891311115,16,4.9730150753768845,98963.0
complete-graph-040_1,False,619,1252,0.8626817447495961,0.02321973485139882,-0.10365226864718685,0.024108264738313193,0.20796002231634908,10,5.334839050352641,1020400.0
complete-graph-041_0,True,696,1425,0.8793103448275862,0.047273535851122095,-0.03972620543256948,0.04912196679438064,0.19263962288839895,11,5.847577110725213,1414295.0
complete-graph-041_1,False,645,880,0.14728682170542637,0.01773382517568563,0.5768943014343961,0.01903929403929402,0.08779238167961007,40,15.886547257932495,3299477.0
complete-graph-042_1,False,777,1420,0.25868725868725867,0.029865858437287025,0.49946558654674794,0.034469837803171165,0.13235396928749457,29,9.517278323979355,2869231.0
complete-graph-043_0,True,464,1176,0.5,0.09091095685923277,0.2722485287449792,0.10092973557413214,0.2374931988194677,10,4.816489163625531,517368.0
complete-graph-043_1,False,749,1114,0.11882510013351134,0.020751092847221004,0.5048551979855375,0.021928018823879965,0.10857800257058368,41,12.270863825564211,3437388.0
complete-graph-044_0,True,200,498,0.48,0.08754797979797972,0.4045099697091579,0.11364262866762868,0.27503493937665086,14,4.4320100502512565,88197.0
complete-graph-044_1,False,671,1412,0.08941877794336811,0.03522461145411963,0.11800567674533319,0.03661143046388947,0.19106916357691825,14,6.0621171341504105,1362673.0
complete-graph-045_0,True,928,2502,0.6487068965517241,0.10278959546200926,0.22303201861376024,0.1205162513890963,0.19880585070327458,11,5.804830190082952,2496820.0
complete-graph-045_1,False,783,1783,0.21711366538952745,0.037917028338484315,0.23688305260836823,0.03934287532627258,0.19892983367091244,11,5.598416478035492,1713972.0
complete-graph-046_0,True,324,682,0.9074074074074074,0.044738389182833606,-0.0678597471016157,0.04707524985302761,0.23662009204829723,9,4.813190383365822,251855.0
complete-graph-047_0,True,432,807,0.6712962962962963,0.08165049970605534,0.15465304294248172,0.08879794973544983,0.1898285239383776,26,6.406999226604795,596466.0
complete-graph-047_1,False,810,1867,0.25308641975308643,0.04754457476679704,0.23684682412245,0.05419315252648593,0.19150533992415714,12,5.887381159486639,1928971.0
complete-graph-048_1,False,499,638,0.08216432865731463,0.018820180042624927,0.5887723788196536,0.022076295448038928,0.09397878978289648,42,14.800999589540528,1839039.0
complete-graph-049_1,False,737,1502,0.8683853459972863,0.040540802481101014,-0.08244854563871142,0.0413829122784347,0.18370217025215493,13,6.214338387115804,1685428.0
complete-graph-04_1,False,648,1480,0.19444444444444445,0.050145636256747374,0.2756230561831317,0.06013400836703307,0.2037742836195123,12,5.542060220962848,1161771.0
complete-graph-050_0,True,432,693,0.4444444444444444,0.061959876543209905,0.3092468807154334,0.06689631099353327,0.16448057823604473,23,7.509968204863797,699148.0
complete-graph-050_1,False,616,1347,0.14772727272727273,0.042998163452708876,0.2253758224978675,0.048396544683070676,0.2058780372767416,11,5.446452328159645,1031667.0
complete-graph-051_0,True,1608,3659,0.25,0.06774873827112643,0.26342777716012505,0.07346963026378453,0.15894539848658817,13,7.1253548684703425,9206158.0
complete-graph-051_1,False,643,1360,0.06376360808709176,0.04824853736206771,0.08246681564614167,0.05158637586709129,0.2092357384674239,10,5.247917908169939,1083186.0
complete-graph-052_0,True,1236,2527,0.25,0.03267948340763883,0.39218874661539516,0.035320704556141544,0.15440625593799787,32,8.099170630085295,6181530.0
complete-graph-052_1,False,621,1265,0.8647342995169082,0.058270071313549616,-0.09211836847150262,0.063228791248115,0.20107815804270732,12,5.551742766609527,1068766.0
complete-graph-053_0,True,464,1179,0.5,0.05533148604269292,0.2754351971794399,0.060707158821383014,0.24022220094307528,9,4.7471140239815295,509916.0
complete-graph-053_1,False,722,1518,0.04986149584487535,0.042826364156004056,0.058367821056464556,0.04682603804833725,0.20073595978615286,10,5.518885358516373,1436461.0
complete-graph-054_0,True,928,1905,0.6530172413793104,0.08252941981390265,-0.0869732558566372,0.09057710727969347,0.17295605312207282,13,6.565422385894432,2823972.0
complete-graph-054_1,False,828,1946,0.29589371980676327,0.047923989590656364,0.20177015204662702,0.05074037219266698,0.1907283932027353,12,5.90479236399535,2021671.0
complete-graph-055_0,True,216,556,0.5,0.11877572016460902,0.2790942167264581,0.13624399862825798,0.28685421024574886,7,4.021231696813092,93373.0
complete-graph-055_1,False,715,1820,0.07272727272727272,0.03333812811805403,0.5786469963096482,0.04695341509846857,0.2062996077850599,11,5.420399208634502,1383584.0
complete-graph-056_0,True,929,2131,0.24973089343379978,0.09417580386364033,0.25442636292787485,0.10939809701919502,0.18184751755765616,12,6.225383708845254,2683489.0
complete-graph-056_1,False,797,2288,0.08155583437892096,0.0694466136122348,0.6063827659135278,0.10627308492427696,0.20388600432772064,10,5.49648808660618,1743519.0
complete-graph-057_1,False,781,2191,0.10755441741357234,0.059685143423939865,0.641291849841691,0.09395342150143697,0.20670807674298555,10,5.3728520305985095,1636517.0
complete-graph-058_0,True,696,1660,0.3333333333333333,0.0912444914600088,0.20797838071083657,0.10718486560799785,0.20415678622915065,10,5.543806334242951,1340825.0
complete-graph-058_1,False,681,2061,0.9530102790014684,0.023923400795647455,-0.09228372223236807,0.026831144599132824,0.2522663847719774,9,4.41424375917768,1022074.0
complete-graph-059_0,True,100,211,0.5,0.06167243867243868,0.4430963874911668,0.0759455868205868,0.2883889544798586,15,4.864040404040404,24077.0
complete-graph-059_1,False,835,2967,0.17005988023952096,0.07029555607399929,0.4253677799436926,0.10314837363789472,0.23776624551542963,9,4.701497723976507,1637038.0
complete-graph-05_0,True,200,403,0.825,0.08064285714285711,-0.09096200244315873,0.08612301587301585,0.2459214923825316,10,4.938793969849246,98282.0
complete-graph-05_1,False,867,1902,0.16147635524798154,0.04607801528216761,0.14661617952349507,0.04841544460921633,0.1813032933441228,13,6.281307686775294,2358072.0
complete-graph-060_0,True,464,1173,0.5,0.06393538214658905,0.25934841322229796,0.07098196144532352,0.2374001397617675,10,4.832464437327772,519084.0
complete-graph-060_1,False,815,2790,0.0736196319018405,0.05194201504017458,0.295407330166773,0.07233411637782813,0.2294572343040479,10,4.982770835531571,1652810.0
complete-graph-061_0,True,200,450,0.25,0.08764285714285715,0.320502600311278,0.10405853174603175,0.26659988978080373,12,4.3962814070351754,87486.0
complete-graph-061_1,False,798,2666,0.17543859649122806,0.0473694156024983,0.13249855871100208,0.05949702112609385,0.23265220269218864,10,4.9171328572371955,1563663.0
complete-graph-062_0,True,804,820,0.13308457711442787,0.0,-0.17794738573279403,0.0,0.05747512794415607,63,23.282305781181268,7515668.0
complete-graph-062_1,False,616,1953,0.15422077922077923,0.033811678941549045,0.13364457407849734,0.04121785651818121,0.2519965584162005,10,4.580208003378735,867583.0
complete-graph-063_1,False,608,1867,0.049342105263157895,0.044641716105531824,0.006866869771261435,0.058490841212880666,0.25537268463507,11,4.418104569496228,815264.0
complete-graph-064_0,True,200,440,0.25,0.07640476190476188,0.38454187207171875,0.08747982804232801,0.2532658210019974,13,4.811507537688442,95749.0
complete-graph-064_1,False,774,1924,0.06718346253229975,0.05269716532466429,0.6056665310424335,0.0728657265533856,0.20657556121890022,10,5.323398551233324,1592500.0
complete-graph-065_0,True,432,805,0.25,0.055929165998610406,0.5328268473694374,0.06689400063242655,0.17714939163718066,27,7.363721319927817,685533.0
complete-graph-065_1,False,784,2792,0.17219387755102042,0.05175668648245177,0.4193821576519965,0.07734996206889433,0.23641060480631693,9,4.811061589386712,1476688.0
complete-graph-066_0,True,804,1623,0.8656716417910447,0.055902037431888284,-0.09323916552126857,0.05931749980257448,0.18733174560485807,11,6.012224060271494,1940782.0
complete-graph-066_1,False,664,1493,0.05421686746987952,0.037789854054914286,0.5549577425598449,0.05176608532030222,0.2106218110244265,10,5.230423958276545,1151300.0
complete-graph-067_0,True,216,336,0.5,0.10303865373309816,0.2604341904990786,0.11358392122281015,0.18227603733489878,23,7.640051679586564,177402.0
complete-graph-067_1,False,663,2179,0.23529411764705882,0.04649157612958511,0.14925865988741924,0.0650929188243345,0.26196429303726854,8,4.194442545784291,920483.0
complete-graph-068_0,True,927,1267,0.3333333333333333,0.03971849797092517,0.4520937150155,0.0444744096847657,0.10016376488993242,41,13.715680997947349,5886784.0
complete-graph-068_1,False,847,2734,0.04132231404958678,0.053453102715204315,0.26788257400297827,0.07379685075080597,0.23717634420429726,10,4.700090152701371,1683953.0
complete-graph-069_0,True,150,385,0.3333333333333333,0.0768412698412698,0.21593405505966953,0.08324514991181652,0.3199744327260672,7,3.611454138702461,40358.0
complete-graph-069_1,False,757,2531,0.047556142668428,0.06665249148930873,0.2741852062883178,0.09084734806051539,0.23428083221794807,10,4.826392820448302,1381053.0
complete-graph-06_1,False,611,1239,0.8723404255319149,0.04040994466526381,-0.0751049539286461,0.0412536045514769,0.2077010088305673,11,5.334528185452497,994116.0
complete-graph-070_0,True,927,2496,0.6472491909385113,0.08480723399817262,0.18598628540563583,0.10322663243105537,0.2004352316050921,11,5.699339004335964,2446162.0
complete-graph-070_1,False,858,2874,0.09673659673659674,0.052389992162719536,0.33927835740921863,0.07641706170489906,0.229108767761407,10,4.937016697810163,1815109.0
complete-graph-071_0,True,888,2112,0.3333333333333333,0.055177986427986485,0.2496067252070408,0.05984939891189898,0.19735490159005134,11,5.702623988136954,2245853.0
complete-graph-071_1,False,650,2227,0.06461538461538462,0.08202898810591126,0.35028558519156194,0.11275361431405409,0.24556664615968077,10,4.611378452056418,972655.0
complete-graph-072_0,True,1032,1413,0.3333333333333333,0.04162744555186421,0.3300789022441407,0.04600905930847792,0.10422846516250348,43,12.55743088293897,6680503.0
complete-graph-072_1,False,716,2496,0.17458100558659218,0.054670120382410835,0.40130807943553076,0.08408879793132583,0.24877334335405027,10,4.5294292299878895,1159398.0
complete-graph-073_0,True,432,1039,0.25,0.07303357650579873,0.2419967209558124,0.07925908111093298,0.23246189545234552,9,4.9155387986594485,457617.0
complete-graph-073_1,False,965,3423,0.14818652849740932,0.05729506532615359,0.38412028767663925,0.07738550657610624,0.21993514877733686,11,5.1805731730913935,2409640.0
complete-graph-074_1,False,617,2103,0.07779578606158834,0.05435157421047401,0.32389940940877165,0.07937278301789431,0.2592955445031036,9,4.315061356795555,820017.0
complete-graph-075_0,True,1032,2124,0.8866279069767442,0.04674926172019201,-0.10137696661729238,0.049515503875969015,0.18194616514276488,11,6.084267550883841,3236806.0
complete-graph-075_1,False,618,1557,0.06796116504854369,0.05077643499973595,0.6504610609970074,0.07926221776545399,0.21642646879658342,10,5.095419426916965,971457.0
complete-graph-076_0,True,256,670,0.5,0.0727988591269841,0.1961988443891972,0.08914181340939163,0.28677889384928656,8,3.9355698529411764,128457.0
complete-graph-076_1,False,821,2888,0.11084043848964677,0.07264066806590276,0.37450854080916346,0.10385934859962236,0.23921939242054077,9,4.649517245476962,1565074.0
complete-graph-077_0,True,592,906,0.5,0.009865669240669237,0.33499497209222884,0.010090894465894463,0.13344116376112183,50,11.566372844926144,2023375.0
complete-graph-077_1,False,737,2401,0.29986431478968795,0.09098848535754933,0.6251560865074479,0.14147248677535562,0.21990485911501784,10,5.049005220930918,1369371.0
complete-graph-078_0,True,434,1036,0.2488479262672811,0.0782166630092897,0.13585177416535532,0.09286095262477752,0.2326317546809852,9,4.840731792977937,454840.0
complete-graph-078_1,False,826,2160,0.043583535108958835,0.04837351913623099,0.5940369293765316,0.065678702854853,0.20494895921034262,10,5.378155403918115,1832472.0
complete-graph-079_0,True,178,337,0.5898876404494382,0.036717495987158906,0.1497507484320182,0.03760032102728731,0.26137689570841055,10,4.4762267504602296,70514.0
complete-graph-079_1,False,569,1470,0.15641476274165203,0.04039579830440987,0.6676304146683532,0.051221561818473656,0.2254869580689011,9,4.928197480135647,796377.0
complete-graph-07_0,True,800,1603,0.90875,0.12990476190476186,-0.07671881583744333,0.14498809523809528,0.16539096284740393,15,7.256620775969963,2319216.0
complete-graph-07_1,False,604,770,0.09933774834437085,0.012981637567730282,0.5361310546144972,0.015752307846678706,0.0829740642124769,43,17.05540729025952,3105892.0
complete-graph-080_0,True,764,1546,0.5,0.021992550788362285,0.557651920154914,0.02428018340976456,0.1584902186525095,30,8.882689576142672,2589002.0
complete-graph-080_1,False,858,2980,0.03496503496503497,0.0614390631307539,0.24491568653398763,0.08838309542152273,0.23020958038512881,9,4.927809646596111,1811724.0
complete-graph-081_1,False,765,2368,0.0784313725490196,0.06790962849786387,0.04482376162112604,0.08326829362496972,0.23761195383687603,10,4.778065222598638,1396294.0
complete-graph-082_0,True,1032,1769,0.3333333333333333,0.018281583833909404,0.6140240438254191,0.021164092242096127,0.12479477453560983,36,10.820081353995143,5756240.0
complete-graph-082_1,False,798,2316,0.17669172932330826,0.06215564641592953,0.6433722445644275,0.08838786158897108,0.20533070923698155,11,5.435407842064383,1728476.0
complete-graph-083_0,True,464,951,0.8728448275862069,0.05966919813902573,-0.08647134997271909,0.06641351943076083,0.2158580650983828,10,5.219101437402249,560615.0
complete-graph-083_1,False,607,1418,0.13673805601317957,0.05552641574058378,0.5000579039228932,0.0657739059098203,0.20598170372400176,11,5.520098303075777,1015262.0
complete-graph-084_0,True,1147,1955,0.5701830863121186,0.015233666846570059,0.21169615383344126,0.01586402070273037,0.1431005717852196,30,8.610773076741664,5659267.0
complete-graph-084_1,False,761,2816,0.15505913272010513,0.08123420836375934,0.3804603624499915,0.12616721696004263,0.23664794103079945,10,4.770226156718999,1379454.0
complete-graph-085_0,True,1184,3022,0.4890202702702703,0.05661093317343336,0.2214231989468852,0.06551495184307696,0.18921794708381562,11,5.924828939252016,4149371.0
complete-graph-085_1,False,627,2078,0.05582137161084529,0.07231081872230201,0.2896839701905741,0.1038244955469835,0.2377260434828951,13,4.935337909106195,968565.0
complete-graph-086_0,True,1146,3462,0.9755671902268761,0.1031807101178831,-0.07510862895077963,0.12821091955036107,0.20367872811364532,10,5.569695999756129,3654194.0
